"Python","JavaScript","Ruby","Rails","AWS","PHP","Docker","iOS","Java","Swift","初心者","Android","Linux","Node.js","Python3","Git","C#","Unity","Mac","CSS","Vue.js","Go","MySQL","Laravel","HTML","React","機械学習","C++","Windows","GitHub","TypeScript","Xcode","RaspberryPi","Ubuntu","CentOS","DeepLearning","jQuery","Bash","VSCode","Kotlin","Azure","kubernetes","MacOSX","Firebase","Vim","Vagrant","SQL","WordPress","Django","Heroku","Objective-C","R","PostgreSQL","lambda","Windows10","#migrated","Slack","nginx","TensorFlow","HTML5","C","EC2","docker-compose","Excel","IoT","gcp","Angular","ShellScript","Scala","AtCoder","GoogleAppsScript","centos7","Flutter","Arduino","nuxt.js","api","SSH","OpenCV","ポエム","PowerShell","MachineLearning","Ansible","Apache","AndroidStudio","競技プログラミング","新人プログラマ応援","Rust","Chrome","VirtualBox","JSON","oracle","pandas","初心者向け","S3","VBA","Qiita","Elixir","npm","spring-boot","数学"
0,0.012616514452499764,0.014802872636670086,0.0011401064099315936,0.0481386645656884,0.010563231503781637,0.0478613968597726,0.00512205754141238,0.01622222222222222,0.0033224494472131522,0.10790193909043265,0.005847597003106536,0.02144493025192588,0.009636542985051977,0.4684933609640034,0.009806285668354633,0.010992815718860903,0.00399444251476207,0.04935158501440922,0.004493942946463462,0.009414533686378346,0.02216011179876223,0.02742764949077342,0.002172788411795137,0.02072647335915419,0.005661564269238834,0.4160280271513028,0.05061867266591676,0.05510865650138072,0.024812394093439844,0.0046026803844591855,0.002439685551640011,0.13137388926862612,0.04574175824175824,0.024969863957292924,0.3577900159886303,0.003978300180831827,0.019459888800635424,0.08223815213062526,0.013524590163934426,0.0455033268941833,0.009780482503803522,0.03697183098591549,0.009046778464254192,0.023576512455516015,0.007673211464680659,0.02973218338629142,0.006133575647432985,0.6102675343456254,0.09906588003933137,0.001488833746898263,0.075527950310559,0.038451679056652144,0.16555441478439425,0.054173146708138935,0.025510204081632654,0.07787993510005409,0.03148301574150787,0.35606904231625836,0.004204035874439462,0.03958450308815272,0.033979219320415616,0.02942024805307182,0.08226144181872569,0.06861269936804093,0.0666870602630774,0.006151953245155337,0.02472952086553323,0.013488080301129234,0.33406524466750315,0.009122365523749607,0.014195583596214511,0.002220812182741117,0.029185375240538807,0.006168831168831169,0.1092217135382603,0.012223323422530559,0.43074380165289256,0.044339939536446084,0.017789941840574752,0.33035714285714285,0.03503184713375796,0.027123483226266953,0.002911208151382824,0.3533916849015317,0.054411764705882354,0.0196078431372549,0.026492537313432835,0.006199147617202635,0.10760741032715807,0.021081941129673827,0.7764847512038523,0.04993958920660491,0.05150391429748661,0.02505307855626327,0.04560954816709292,0.007394519356241845,0.0035087719298245615,0.0004462293618920125,0.1845051500223914
0.012616514452499764,0,0.02708486003224388,0.029547757790727134,0.011463462674807957,0.030168589174800354,0.005360043313481321,0.016129032258064516,0.021444444444444443,0.0040098527811193215,0.07669015314738252,0.01736005360297253,0.003053647026164203,0.26777448971849155,0.0052958784250518075,0.006108833695040591,0.01428200467411062,0.0025182354984369573,0.008735590778097983,0.18327471668620554,0.2825340786505835,0.014174485925334398,0.006655238479378845,0.01727884117951371,0.28943787291950174,0.3006919689662403,0.0071162688854828115,0.009898762654668167,0.008044182975147076,0.02202856451222464,0.2553133883850007,0.0020330712930333424,0.00833902939166097,0.0020604395604395605,0.0018942655415877389,0.003553028957186001,0.49059674502712475,0.003971405877680699,0.030067702110712864,0.010860655737704918,0.015239321742863276,0.000869376222560313,0.008802816901408451,0.1209179170344219,0.010231316725978648,0.003610923042202663,0.0088515660463005,0.02407996365288505,0.01470233791275006,0.024336283185840708,0.0064516129032258064,0.0037267080745341614,0.005895924122019995,0.01873716632443532,0.003110419906687403,0.0002685284640171858,0.048674959437533805,0.007180336923501795,0.011414253897550112,0.35846412556053814,0.012071869736103313,0.002527379949452401,0.004326507066628208,0.017947950942267425,0.040625940415287394,0.012542061792597125,0.20701322669947708,0.0055641421947449764,0.009410288582183186,0.006900878293601004,0.17678515256369928,0.0018927444794952682,0.004441624365482234,0.013149454778704297,0.2301948051948052,0.0670372792674951,0.0009910802775024777,0.007272727272727273,0.03829358414511253,0.004105371193978789,0.005837912087912088,0.0007077140835102619,0.006780870806566738,0.001455604075691412,0.00437636761487965,0.04595588235294118,0.009988901220865706,0.2123134328358209,0.0003874467260751647,0.13362238864800946,0.002386634844868735,0.0004012841091492777,0.07370116794200564,0.02018953440461475,0.008067940552016985,0.06990622335890878,0.004784688995215311,0.21842105263157896,0.010263275323516287,0.032691446484549934
0.014802872636670086,0.02708486003224388,0,0.45078540663795286,0.026235966121725428,0.012168842692356446,0.029723876556578235,0.003977768090671316,0.0125,0.004238987225754711,0.08845280381994992,0.002741061095206189,0.009438545353598445,0.007360194248425525,0.002763067004374856,0.018648018648018648,0.0047606682247035405,0.0008683570684265369,0.02881844380403458,0.022274325908558032,0.009414533686378346,0.011080055899381115,0.05394776646163154,0.002379720641489912,0.02920548518789909,0.007339064793457748,0.005693015108386249,0.007874015748031496,0.021251050546284067,0.029048656499636893,0.0018952213347773114,0.004066142586066685,0.00683526999316473,0.02348901098901099,0.026175305665576028,0.004796589092201101,0.05298372513562387,0.014694201747418586,0.020111509358821188,0.002663934426229508,0.0025756600128783,0.0015214083894805478,0.03301056338028169,0.0033097969991173876,0.018238434163701068,0.040848566914917624,0.029505220154335,0.0027260336210813267,0.0016871535309713184,0.14355948869223206,0.004962779156327543,0.0044720496894409935,0.05024352730069213,0.021817248459958933,0.01425609123898393,0.001611170784103115,0.0335316387236344,0.027064346865506766,0.00027839643652561246,0.012612107623318386,0.01768669286917462,0.03369839932603201,0.042399769252956444,0.014358360753813939,0.00511585916340656,0.009177118384827165,0.0030759766225776685,0.013910355486862442,0.010351317440401506,0.05363864491844417,0.002201950298836112,0.013564668769716088,0.0006345177664974619,0.005772931366260423,0.006168831168831169,0.06638325703073905,0.008919722497522299,0.00628099173553719,0.019146792072556266,0.0017105713308244953,0.003434065934065934,0.010261854210898797,0.014632405424696645,0.000727802037845706,0.023340627279358133,0.058823529411764705,0.02145763965963744,0.012686567164179104,0.013948082138705927,0.043358297201419,0.003977724741447892,0.001203852327447833,0.05517519130084575,0.04161516275236918,0.0025477707006369425,0.0247229326513214,0.013919095258808177,0.003947368421052632,0.0004462293618920125,0.02239140170174653
0.0011401064099315936,0.029547757790727134,0.45078540663795286,0,0.032105574157967304,0.002704187264968099,0.05793178126691933,0.0021251089799476895,0.0009444444444444445,0.0020049263905596608,0.09503290048331683,0.0016446366571237132,0.006246096189881324,0.003869792852264967,0.00015350372246526978,0.02041636524395145,0.0007790184367696703,0.0006078499478985759,0.017921469740634004,0.02627979679562329,0.030303030303030304,0.0016969454981034138,0.09519007764444892,0.004552509053285049,0.03192714330576782,0.026735164604738938,0.0005474052988832932,0.0005624296962879641,0.008644495137471486,0.03280077463083999,0.0046026803844591855,0.0017619951206288968,0.0010936431989063567,0.0135989010989011,0.016531771999311176,0.0,0.09349005424954793,0.003971405877680699,0.01652727996814018,0.000819672131147541,0.0010731916720326251,0.0043468811128015645,0.013424295774647887,0.003971756398940865,0.01045373665480427,0.045813586097946286,0.04289605083976396,0.0015901862789641072,0.004820438659918052,0.2563913470993117,0.0007444168734491315,0.0007453416149068323,0.09971802102025122,0.0017967145790554414,0.012700881285640227,0.0,0.014061654948620876,0.07152720243026787,0.0,0.015414798206278026,0.0008422234699606962,0.057848918843021624,0.09489472166137872,0.004187855219862399,0.0009027986758952753,0.00948302233098807,0.013226699477083975,0.005255023183925811,0.00219573400250941,0.0006273525721455458,0.0028310789556464295,0.0138801261829653,0.0015862944162436548,0.00032071840923669016,0.016233766233766232,0.07521255722694571,0.006937561942517344,0.00033057851239669424,0.012092710782667115,0.0,0.0006868131868131869,0.004953998584571833,0.013918629550321198,0.0,0.00036469730123997083,0.03455882352941177,0.0007399186089530152,0.009328358208955223,0.015497869043006587,0.031139140717382736,0.002386634844868735,0.0,0.06121627064035441,0.054388133498145856,0.0,0.005967604433077579,0.006524575902566333,0.006578947368421052,0.000892458723784025,0.0004478280340349306
0.0481386645656884,0.011463462674807957,0.026235966121725428,0.032105574157967304,0,0.017534964296277517,0.04558743909041689,0.004631647776809067,0.012277777777777778,0.0032078822248954573,0.04512898154079078,0.003593835658159225,0.02727462002914845,0.042871234539798166,0.01819019111213447,0.008279077244594486,0.003808534579762832,0.0024313997915943034,0.008555475504322766,0.0012700273544353263,0.01323918799646955,0.023158315032940708,0.039326409196329536,0.028970512157268494,0.003663770543284832,0.013629691759278674,0.01620319684694548,0.0012373453318335209,0.011165806219234001,0.016339869281045753,0.020712061730066334,0.0006776904310111142,0.010799726589200273,0.01565934065934066,0.01790941966592044,0.014567418724462605,0.0028933092224231465,0.01608419380460683,0.010354440461967344,0.004508196721311476,0.0394934535308006,0.05585742229950011,0.006382042253521127,0.007502206531332745,0.002891459074733096,0.011961182577296321,0.01112119836586473,0.06019990913221263,0.02482525909857797,0.022861356932153392,0.0024813895781637717,0.0022360248447204968,0.02563445270443476,0.6016427104722792,0.005443234836702955,0.0,0.062195781503515415,0.08008837337752002,0.012249443207126948,0.0014013452914798206,0.0016844469399213925,0.6925021061499579,0.024805307182001732,0.0008973975471133712,0.061992175744808906,0.0666870602630774,0.011073515841279606,0.02287480680061824,0.011292346298619825,0.0003136762860727729,0.0015728216420257944,0.017034700315457414,0.004758883248730965,0.004169339320076972,0.022727272727272728,0.015369522563767168,0.07730426164519326,0.004297520661157025,0.016123614376889486,0.01471091344509066,0.027472527472527472,0.055909412597310686,0.054960742326909354,0.000727802037845706,0.00036469730123997083,0.01213235294117647,0.004439511653718091,0.0070895522388059705,0.005036807438977141,0.018131651556957035,0.02386634844868735,0.0056179775280898875,0.028191703584373742,0.6328800988875154,0.0008492569002123143,0.0038363171355498722,0.002174858634188778,0.010526315789473684,0.014725568942436412,0.0
0.010563231503781637,0.030168589174800354,0.012168842692356446,0.002704187264968099,0.017534964296277517,0,0.033297238765565784,0.0015257192676547515,0.007611111111111111,0.0021194936128773557,0.05409654690502533,0.001461899250776634,0.0163092511624679,0.005159723803019956,0.001995548392048507,0.007555662728076521,0.0032026313511641998,0.0008683570684265369,0.025306195965417867,0.014751856193825713,0.013631460233401982,0.005989219405070872,0.11727336896238783,0.4692188308329022,0.042709096618863185,0.003145313482910463,0.001532734836873221,0.0024746906636670418,0.01308680513867211,0.008714596949891068,0.0023013401922295927,0.0013553808620222283,0.0071086807928913195,0.01936813186813187,0.05183399345617359,0.0003553028957186001,0.030560578661844483,0.006354249404289118,0.021505376344086023,0.0018442622950819673,0.008370895041854474,0.0015214083894805478,0.01914612676056338,0.004633715798764342,0.009786476868327402,0.05122997066125028,0.03767589650476623,0.1869604725124943,0.0014461315979754157,0.04400196656833825,0.0017369727047146402,0.0009937888198757764,0.021020251217636503,0.005903490759753593,0.009590461378952825,0.0002685284640171858,0.0167658193618172,0.08975421154377244,0.00027839643652561246,0.02382286995515695,0.010106681639528355,0.02443133951137321,0.038650129795212,0.012862698175291655,0.004814926271441469,0.008259406546344448,0.0064595509074131035,0.0061823802163833074,0.004705144291091593,0.006900878293601004,0.0018873859704309531,0.03533123028391167,0.0006345177664974619,0.0012828736369467607,0.003896103896103896,0.06376716808371484,0.005946481665014866,0.001652892561983471,0.024521330198186093,0.0034211426616489907,0.00034340659340659343,0.005661712668082095,0.1841541755888651,0.000727802037845706,0.008388037928519328,0.031985294117647056,0.0007399186089530152,0.005970149253731343,0.02557148392096087,0.055183287347260544,0.014319809069212411,0.0,0.11357229158276279,0.024721878862793572,0.0029723991507431,0.013213981244671782,0.0017398869073510222,0.008771929824561403,0.0013386880856760374,0.0022391401701746527
0.0478613968597726,0.005360043313481321,0.029723876556578235,0.05793178126691933,0.04558743909041689,0.033297238765565784,0,0.0007628596338273757,0.009944444444444445,0.0009738213897004067,0.022942991905898796,0.0023146738137296706,0.02942605316121868,0.022384095910160103,0.013585079438176375,0.009967044449803071,0.002683285726651086,0.001476207016325113,0.03557276657060519,0.0004884720593982024,0.020103952142787096,0.03873028548612498,0.0772411011394575,0.06094154164511122,0.0014655082173139328,0.013315160410987629,0.007335231005036129,0.003374578177727784,0.035178292712210346,0.015492616799806342,0.011912819818600243,0.0002710761724044456,0.02556390977443609,0.07486263736263736,0.056139142414327534,0.013323858589447504,0.0007233273056057866,0.01568705321683876,0.06172839506172839,0.006762295081967213,0.0274737068040352,0.17757009345794392,0.03147007042253521,0.007281553398058253,0.006005338078291815,0.07582938388625593,0.007716749886518384,0.04611540208995911,0.0547119787900699,0.03392330383480826,0.00024813895781637717,0.013664596273291925,0.06870033324788516,0.016170431211498974,0.061430793157076204,0.0,0.012168739859383451,0.14940624136978736,0.028674832962138085,0.0002802690582959641,0.003368893879842785,0.04436955911260882,0.7807903086241708,0.0011965300628178283,0.007523322299127295,0.05322728663199755,0.008920332205475239,0.01669242658423493,0.012233375156838143,0.0012547051442910915,0.0012582573136206354,0.05236593059936909,0.0034898477157360407,0.0,0.044805194805194806,0.012426422498364944,0.02411628675256029,0.009917355371900827,0.006382264024185421,0.008894970920287376,0.009271978021978022,0.0491861288039632,0.03854389721627409,0.000727802037845706,0.0018234865061998542,0.015441176470588236,0.01812800591934887,0.009701492537313432,0.06547849670670283,0.004729996058336618,0.022673031026252982,0.0032102728731942215,0.02738622633910592,0.011536876802637,0.0,0.005541346973572037,0.017398869073510223,0.021929824561403508,0.027219991075412762,0.0013434841021047917
0.00512205754141238,0.016129032258064516,0.003977768090671316,0.0021251089799476895,0.004631647776809067,0.0015257192676547515,0.0007628596338273757,0,0.003277777777777778,0.434839892306811,0.013160193326733826,0.09380520192483402,0.0010410160316468874,0.002579861901509978,0.0007675186123263489,0.004099348926935134,0.008396087596295334,0.02839527613754776,0.022604466858789626,0.0062524423602969914,0.002451701480827694,0.002495508085446197,0.0005041847332862761,0.0006207966890843249,0.007432220244949231,0.00891172153491298,0.006021458287716225,0.005174353205849269,0.003121623244086925,0.0060518034374243525,0.0027074590496818734,0.4875304960693955,0.0017771701982228299,0.0004120879120879121,0.00017220595832615808,0.004974240540060401,0.003978300180831827,0.002581413820492454,0.0013938669852648347,0.00860655737704918,0.0051513200257566,0.0,0.030369718309859156,0.088261253309797,0.0008896797153024911,0.0,0.00045392646391284613,0.00022716946842344388,0.00048204386599180526,0.0007374631268436578,0.5359801488833746,0.0,0.0,0.001026694045174538,0.002073613271124935,0.0002685284640171858,0.005949161709031909,0.0019331676332504833,0.0077951002227171495,0.014573991031390135,0.0025266704098820887,0.0002808199943836001,0.0,0.0,0.014745711706289497,0.001223615784643622,0.0070747462319286376,0.0080370942812983,0.0012547051442910915,0.0,0.0028310789556464295,0.0003154574132492114,0.18496192893401014,0.0009621552277100705,0.0016233766233766235,0.013080444735120994,0.002642880740006607,0.009917355371900827,0.008397715821296607,0.00034211426616489907,0.005151098901098901,0.00035385704175513094,0.00035688793718772306,0.018558951965065504,0.0007293946024799417,0.01948529411764706,0.0003699593044765076,0.006716417910447761,0.0003874467260751647,0.016160819865983445,0.0003977724741447892,0.0004012841091492777,0.00644381796214257,0.004532344458178822,0.0,0.008951406649616368,0.0,0.0017543859649122807,0.0,0.0004478280340349306
0.01622222222222222,0.021444444444444443,0.0125,0.0009444444444444445,0.012277777777777778,0.007611111111111111,0.009944444444444445,0.003277777777777778,0,0.004639972503866644,0.035928492400861815,0.08204909544983859,0.007287112221528212,0.003338644813718795,0.0036840893391664746,0.004018969536210916,0.014455119882281658,0.0016498784300104203,0.013238472622478386,0.0018561938257131692,0.0014710208884966167,0.005989219405070872,0.015428052838560049,0.0004138644593895499,0.007432220244949231,0.001782344306982596,0.003941318151959711,0.013723284589426323,0.009004682434866131,0.005567659162430404,0.004061188574522811,0.0013553808620222283,0.004101161995898838,0.008516483516483516,0.008265885999655588,0.0037306804050453012,0.0037974683544303796,0.0017871326449563146,0.021107128634010354,0.10061475409836065,0.022107748443872074,0.007172353836122582,0.012544014084507043,0.00617828773168579,0.0024466192170818505,0.002933874971789664,0.021334543803903767,0.0006815084052703317,0.0007230657989877079,0.013028515240904622,0.006699751861042184,0.002484472049689441,0.016918738784926942,0.016170431211498974,0.004924831518921721,0.0013426423200859291,0.0024337479718766902,0.0035901684617508974,0.0011135857461024498,0.00476457399103139,0.016002245929253228,0.008143779837124403,0.005191808479953851,0.02034101106790308,0.00511585916340656,0.008259406546344448,0.0064595509074131035,0.004945904173106646,0.07716436637390213,0.04736511919698871,0.0,0.006309148264984227,0.0028553299492385786,0.001603592046183451,0.0003246753246753247,0.019947678221059514,0.002642880740006607,0.05090909090909091,0.01713134027544508,0.0023947998631542937,0.0027472527472527475,0.003538570417551309,0.019271948608137045,0.10589519650655022,0.033187454412837346,0.08345588235294117,0.003329633740288568,0.002238805970149254,0.0003874467260751647,0.041387465510445406,0.03937947494033413,0.0,0.024567055980668547,0.00865265760197775,0.003821656050955414,0.004688832054560955,0.0026098303610265334,0.0013157894736842105,0.5064703257474342,0.005373936408419167
0.0033224494472131522,0.0040098527811193215,0.004238987225754711,0.0020049263905596608,0.0032078822248954573,0.0021194936128773557,0.0009738213897004067,0.434839892306811,0.004639972503866644,0,0.02265183718628079,0.005908509471888895,0.000902213894093969,0.001289930950754989,0.0005372630286284442,0.0027328992846234225,0.003895092183848351,0.0024313997915943034,0.013238472622478386,0.00019538882375928098,0.0002942041776993233,0.0025953284088640447,0.00020167389331451045,0.00031039834454216247,0.001360829058934366,0.0010484378276368212,0.005255090869279615,0.0025871766029246343,0.0012006243246488173,0.006414911643669813,0.0024367131447136864,0.45039306044998645,0.0019138755980861245,0.0019230769230769232,0.00034441191665231615,0.003908331852904601,0.0,0.0005957108816521049,0.0015929908403026682,0.01762295081967213,0.00128783000643915,0.0,0.03873239436619718,0.07149161518093557,0.0013345195729537367,0.0006770480704129993,0.0009078529278256923,0.00022716946842344388,0.00024102193299590263,0.0019665683382497543,0.17121588089330025,0.0004968944099378882,0.0002563445270443476,0.0007700205338809035,0.0007776049766718507,0.0,0.002163331530557058,0.0008285004142502071,0.003619153674832962,0.0,0.008702975856260528,0.0,0.00028843380444188056,0.0,0.006319590731266927,0.0009177118384827164,0.00030759766225776686,0.0037094281298299847,0.002509410288582183,0.005959849435382685,0.0015728216420257944,0.0,0.007931472081218274,0.001603592046183451,0.0,0.02158273381294964,0.0003303600925008259,0.004297520661157025,0.006718172657037286,0.0,0.004464285714285714,0.0,0.00035688793718772306,0.001819505094614265,0.012764405543398978,0.028308823529411765,0.002589715131335553,0.0,0.0007748934521503294,0.031533307055577456,0.0003977724741447892,0.0,0.012484897301651228,0.003296250515039143,0.0,0.008098891730605285,0.0017398869073510222,0.0004385964912280702,0.0,0.005373936408419167
